year,id,lnCI,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,Carbon-peaking pressure,EI,CI_ratio,d1,d2
year	id	lnCI	education	major	tenure	age	hometown	Structure	Open	TI	PGDP2	PGDP	Fixed	FD	UR	pilot	rank	turnover	Carbon-peaking pressure	EI	CI_ratio	d1	d2

2017,242,12,0,2,7,62,8,9,0,41,0,1,0,1,3804,0,1,0
2018,242,12,0,2,7,62,8,9,0,43,0,1,1,1,4323,0,1,1
2019,242,12,0,2,7,62,8,9,0,44,0,1,1,1,4679,0,1,0
2000,243,12,0,28,6,77,9,9,0,53,0,1,1,0,,,1,1
2001,243,12,0,25,6,77,9,9,0,55,0,1,0,0,,0,0,0
2002,243,12,0,24,6,77,9,9,0,58,0,1,0,0,,0,1,1
2003,243,12,0,21,6,77,9,10,0,60,0,1,0,0,,0,1,1
2004,243,12,0,22,7,78,9,10,0,62,0,1,0,0,,0,1,1
2005,243,12,0,18,7,78,9,10,0,63,0,1,0,0,,0,1,1
2006,243,12,0,15,7,78,9,10,0,64,0,1,0,0,6809,0,1,0
2007,243,12,0,17,7,79,9,10,0,66,0,1,1,0,6755,0,1,1
2008,243,12,0,18,7,80,9,10,0,66,0,1,0,0,6296,0,1,1
2009,243,12,0,13,8,79,9,10,0,67,0,1,0,0,6937,0,1,0
2010,243,12,0,14,8,80,9,10,0,68,1,1,0,0,7750,0,1,1
2011,243,12,0,17,8,81,9,10,0,69,1,1,0,0,8334,0,1,0
2012,243,12,0,19,8,82,9,11,0,71,1,1,0,0,7457,0,1,0
2013,243,12,0,19,9,83,9,11,0,72,1,1,1,0,7464,0,1,1
2014,243,12,0,21,9,84,9,11,0,73,1,1,0,0,6489,0,1,1
2015,243,12,0,23,9,83,9,11,0,73,1,1,0,0,7613,0,1,0
2016,243,12,0,10,9,83,9,11,0,74,1,1,0,0,9077,0,1,0
2017,243,12,0,6,10,84,9,11,0,75,1,1,1,0,9977,0,1,1
2018,243,12,0,6,10,84,9,11,0,75,1,1,1,0,9010,0,1,0
2019,243,12,0,7,10,84,9,11,0,76,1,1,0,0,10234,0,1,1
2000,244,12,1,7,3,61,8,8,0,21,0,1,0,0,,,1,0
2001,244,12,1,7,3,61,8,8,0,21,0,1,1,0,,0,1,0
2002,244,12,1,7,3,61,8,8,0,21,0,1,0,0,,0,1,1
2003,244,13,1,7,3,61,8,8,0,22,0,1,1,0,,0,1,0
2004,244,13,1,9,4,62,8,8,0,22,0,1,0,0,,0,1,1
2005,244,13,1,5,3,65,8,9,0,22,0,1,0,0,,0,1,1
2006,244,13,1,11,4,65,8,9,0,22,0,1,0,0,3513,0,1,1
2007,244,13,1,10,3,65,8,9,0,22,0,1,0,0,3661,0,1,0
2008,244,13,1,8,3,66,8,9,0,22,0,1,1,0,2838,0,1,1
2009,244,13,1,6,4,66,8,9,0,22,0,1,0,0,4079,0,1,1
2010,244,13,1,4,4,66,8,9,0,29,0,1,0,0,3337,0,1,0
2011,244,13,1,8,5,67,8,9,0,23,0,1,1,0,3709,0,1,1
2012,244,13,1,6,6,68,8,10,0,23,0,1,0,0,5476,0,1,0
2013,244,13,1,3,6,68,8,10,0,23,0,1,1,0,5740,0,1,1
2014,244,13,1,5,6,68,8,10,0,23,0,1,0,0,4499,0,1,1
2015,244,12,1,2,6,68,8,9,0,23,0,1,0,0,3559,0,1,0
2016,244,12,1,1,7,68,8,9,0,23,0,1,0,0,2687,0,1,0
2017,244,13,0,1,7,68,8,10,0,22,0,1,1,0,14167,0,1,0
2018,244,13,0,1,7,67,8,10,0,22,0,1,0,0,9807,0,1,0
2019,244,13,0,1,8,62,8,10,0,22,0,1,0,0,14635,0,1,1
2000,245,11,0,2,5,61,8,8,0,23,0,1,0,0,,,0,0
2001,245,11,0,2,4,61,8,9,0,24,0,1,1,0,,0,0,1
2002,245,11,0,2,5,61,8,9,0,25,0,1,0,0,,0,0,1
2003,245,11,0,1,5,61,8,9,0,26,0,1,0,0,,0,0,0
2004,245,11,0,1,5,61,8,9,0,27,0,1,0,0,,0,0,1
2005,245,12,0,1,5,62,8,9,0,31,0,1,0,0,,0,0,0
2006,245,12,0,2,6,63,8,9,0,29,0,1,0,0,2127,0,0,1
2007,245,12,0,1,6,64,8,9,0,30,0,1,0,0,2323,0,0,0
2008,245,11,0,2,6,65,8,9,0,32,0,1,1,0,1734,0,0,0
2009,245,12,0,2,6,65,8,9,0,34,0,1,0,0,2933,0,0,1
2010,245,12,0,1,6,65,8,10,0,36,0,1,0,0,2016,0,1,1
2011,245,12,0,1,7,65,8,10,0,37,0,1,1,0,2375,0,1,0
2012,245,12,0,1,7,66,8,10,0,39,0,1,1,0,2408,0,0,0
2013,245,12,0,1,8,66,8,10,0,41,1,1,1,0,2305,0,1,1
2014,245,12,0,2,8,67,8,11,0,44,1,1,0,0,1803,0,1,0
2015,245,12,0,4,8,67,8,10,0,46,1,1,0,0,1984,0,0,0
2016,245,12,0,2,8,67,8,10,0,50,1,1,0,0,4005,0,1,1
2017,245,12,0,3,9,67,8,10,0,52,1,1,1,0,10109,0,0,0
2018,245,12,0,1,9,66,8,10,0,55,1,1,0,0,11409,0,1,1
2019,245,12,0,1,9,67,8,10,0,58,1,1,1,0,11618,0,1,0
2000,246,12,0,0,3,58,8,7,0,4,0,1,1,0,,,1,1
2001,246,12,0,0,4,58,8,7,0,7,0,1,0,0,,0,1,1
2002,246,12,0,0,4,58,8,7,0,10,0,1,1,0,,0,1,1
2003,246,12,0,0,3,58,8,7,0,13,0,1,0,0,,0,1,0
2004,246,12,0,1,4,58,8,7,0,16,0,1,0,0,,0,1,0
2005,246,12,0,1,4,59,8,7,0,19,0,1,0,0,,0,1,0
2006,246,12,0,4,4,59,8,8,0,23,0,1,0,0,421,0,1,1
2007,246,12,0,5,5,59,8,8,0,26,0,1,0,0,906,0,1,0
2008,246,12,0,5,5,60,8,8,0,26,0,1,1,0,543,0,1,1
2009,246,12,0,4,5,60,8,8,0,28,0,1,0,0,3889,0,1,0
2010,246,12,0,4,5,61,8,8,0,30,0,1,0,0,4818,0,1,0
2011,246,12,0,3,6,62,8,9,0,32,0,1,0,0,5178,0,1,1
2012,246,12,0,3,7,64,8,9,0,32,0,1,0,0,5205,0,1,0
2013,246,12,0,2,7,64,8,9,0,36,0,1,1,0,5679,0,1,1
2014,246,12,0,2,7,64,8,10,0,39,0,1,0,0,5269,0,1,0
2015,246,12,0,1,7,65,8,9,0,41,0,1,0,0,6150,0,1,1
2016,246,12,0,2,7,65,8,9,0,45,0,1,1,0,6214,0,1,1
2017,246,12,0,2,8,65,8,9,0,47,0,1,0,0,13371,0,1,0
2018,246,12,0,2,8,64,8,9,0,50,0,1,0,0,9602,0,1,1
2019,246,12,0,1,7,64,8,9,0,53,0,1,1,0,10196,0,1,1
2000,247,10,0,15,7,87,9,10,0,52,0,0,0,0,,,0,1
2001,247,10,0,16,7,86,9,10,0,53,0,0,0,0,,0,0,0
2002,247,10,0,17,7,86,9,10,0,55,0,0,0,0,,0,0,0
2003,247,10,0,18,7,86,9,10,0,56,0,0,1,0,,0,0,1
2004,247,11,0,23,7,87,9,10,0,57,0,0,0,0,,0,0,0
2005,247,11,0,26,7,87,9,10,0,58,0,0,0,0,,0,0,1
2006,247,11,0,30,7,87,9,10,0,59,0,0,0,0,2067,0,0,1
2007,247,11,0,34,7,88,9,10,0,59,0,0,1,0,2176,0,0,0
2008,247,11,0,31,8,88,9,11,0,60,0,0,0,0,2536,0,0,0
2009,247,11,0,21,8,88,9,11,0,61,0,0,0,0,3148,0,0,1
2010,247,11,0,31,8,92,10,11,0,63,0,0,0,0,2578,0,0,1
2011,247,11,0,30,8,89,9,11,0,66,0,0,1,0,2530,0,0,1
2012,247,11,0,30,8,89,9,11,0,67,0,0,0,0,4505,0,0,0
2013,247,11,0,29,9,90,9,11,0,68,1,0,0,0,2810,0,0,1
2014,247,11,0,28,9,90,9,11,0,69,1,0,1,0,2756,0,0,0
2015,247,11,0,18,9,90,10,11,0,70,1,0,1,0,3713,0,0,0
2016,247,11,0,10,9,91,10,11,0,71,1,0,0,0,4804,0,0,1
2017,247,11,0,9,10,91,10,11,0,72,1,0,0,0,5344,0,0,1
2018,247,11,0,15,10,91,10,11,0,62,1,0,0,0,5742,0,0,0
2019,247,11,0,14,10,91,10,11,0,63,1,0,0,0,6339,0,0,0
2000,248,11,0,7,4,67,8,9,0,19,0,1,0,0,,,0,1
2001,248,11,0,6,4,67,8,9,0,20,0,1,1,0,,0,0,0
2002,248,11,0,5,4,66,8,9,0,22,0,1,1,0,,0,0,0
2003,248,11,1,4,4,66,8,9,0,24,0,1,0,0,,0,0,1
2004,248,11,1,3,4,67,8,9,0,25,0,1,0,0,,0,0,0
2005,248,11,1,2,4,69,8,9,0,27,0,1,0,0,,0,0,1
2006,248,11,1,2,4,70,8,10,0,29,0,1,0,0,423,0,0,0
2007,248,11,1,1,4,71,8,10,0,31,0,1,1,0,527,0,1,1
2008,248,11,1,2,5,72,8,10,0,33,0,0,0,0,489,0,0,0
2009,248,11,1,1,5,71,8,10,0,34,0,0,0,0,4668,0,1,1
2010,248,11,1,1,5,71,8,10,0,35,0,1,0,0,4723,0,0,0
2011,248,11,1,1,5,72,9,10,0,38,0,0,0,0,4439,0,1,1
2012,248,11,1,1,6,73,9,10,0,40,0,0,1,0,948,0,1,1
2013,248,11,1,1,6,72,9,10,0,42,0,0,0,0,1368,0,1,0
2014,248,11,1,2,6,72,9,10,0,43,0,0,1,0,1454,0,1,0
2015,248,11,1,2,7,72,8,10,0,45,0,0,1,0,1089,0,0,0
2016,248,11,0,2,7,71,8,10,0,46,0,0,0,0,1066,0,1,1
2017,248,11,0,3,7,71,8,10,0,47,0,1,0,0,10729,0,1,1
2018,248,12,0,4,7,70,8,10,0,48,0,1,0,0,12372,0,1,0
2019,248,11,0,3,8,73,9,10,0,50,0,0,0,0,10807,0,1,0
2000,249,10,1,6,4,93,10,9,0,31,0,0,0,0,,,0,1
2001,249,10,1,5,4,93,10,9,0,32,0,0,1,0,,0,0,1
2002,249,10,1,5,4,92,10,9,0,33,0,0,0,0,,0,0,1
2003,249,10,1,4,5,92,10,9,0,34,0,0,1,0,,0,0,0
2004,249,10,1,4,4,93,10,9,0,35,0,0,0,0,,0,0,0
2005,249,10,1,3,4,94,10,9,0,33,0,0,0,0,,0,0,0
2006,249,10,1,3,5,94,10,9,0,34,0,0,0,0,710,0,0,1
2007,249,10,1,2,5,95,10,9,0,35,0,0,0,0,672,0,0,0
2008,249,10,1,2,5,96,10,9,0,36,0,0,0,0,804,0,0,0
2009,249,10,1,2,6,95,10,10,0,37,0,0,0,0,924,0,0,1
2010,249,11,1,3,6,95,10,10,0,38,0,0,0,0,1258,0,0,1
2011,249,11,1,3,6,96,10,9,0,40,0,0,0,0,1051,0,0,0
2012,249,11,1,3,6,97,10,9,0,43,0,0,1,0,1027,0,0,1
2013,249,11,1,4,7,97,10,10,0,44,0,0,0,0,1278,0,0,0
2014,249,11,1,5,7,96,10,10,0,45,0,0,1,0,1294,0,0,0
2015,249,11,1,10,7,96,10,10,0,47,0,0,0,0,1122,0,0,1
2016,249,11,1,11,7,95,10,10,0,49,0,0,0,0,1438,0,0,1
2017,249,11,1,10,7,95,10,10,0,51,1,0,0,0,4091,0,0,1
2018,249,11,1,8,8,94,10,10,0,52,1,0,0,0,4665,0,0,0
2019,249,11,0,11,8,98,10,10,0,53,1,0,0,0,4135,0,0,0
2000,250,11,0,2,2,62,8,7,0,17,0,1,1,0,,,0,1
2001,250,11,0,2,2,62,8,7,0,18,0,1,1,0,,0,0,1
2002,250,11,0,3,2,62,8,7,0,19,0,1,0,0,,0,0,0
2003,250,11,0,4,3,61,8,8,0,20,0,1,0,0,,0,1,0
2004,250,11,0,5,3,62,8,8,0,20,0,1,0,0,,0,1,0
2005,250,11,0,7,3,62,8,8,0,22,0,1,1,0,,0,1,1
2006,250,11,0,6,3,63,8,8,0,23,0,1,0,0,857,0,1,0
2007,250,11,0,6,3,63,8,8,0,23,0,1,0,0,971,0,1,1
2008,250,12,0,4,4,64,8,8,0,24,0,1,0,0,972,0,1,0
2009,250,12,0,3,4,64,8,9,0,25,0,1,1,0,984,0,1,0
2010,250,12,0,5,4,65,8,6,0,22,0,1,0,0,1001,0,1,1
2011,250,12,0,4,4,66,8,8,0,25,0,1,0,0,1201,0,1,1
2012,250,12,0,2,5,67,8,9,0,28,0,1,0,0,1286,0,1,1
2013,250,12,0,3,5,67,8,9,0,29,0,1,0,0,1346,0,1,0
2014,250,12,0,3,5,67,8,9,0,30,0,1,0,0,1438,0,1,0
2015,250,12,0,3,6,67,8,9,0,32,0,1,0,0,1612,0,1,1
2016,250,12,0,3,6,66,8,9,0,34,0,1,1,0,1820,0,1,0
2017,250,12,0,3,6,66,8,9,0,36,0,1,0,0,8921,0,1,1
2018,250,12,0,4,6,66,8,9,0,42,0,1,0,0,9146,0,1,0
2019,250,12,0,5,6,69,8,10,0,39,0,1,0,0,9579,0,1,1
2000,251,10,0,0,3,59,8,8,0,13,0,0,0,0,,,0,0
2001,251,10,0,0,3,56,8,8,0,13,0,0,0,0,,0,0,1
2002,251,10,0,0,3,56,7,8,0,14,0,0,1,0,,0,0,0
2003,251,10,0,0,3,56,7,8,0,15,0,0,0,0,,0,0,1
2004,251,10,0,0,3,56,7,8,0,15,0,0,0,0,,0,0,0
2005,251,10,0,0,3,56,8,9,0,16,0,0,1,0,,0,0,0
2006,251,10,0,0,2,57,8,9,0,17,0,0,0,0,633,0,0,1
2007,251,10,0,0,2,57,8,9,0,18,0,0,1,0,995,0,0,0
2008,251,10,0,0,3,58,8,9,0,19,0,0,1,0,955,0,0,0
2009,251,10,0,0,4,58,8,9,0,20,0,0,0,0,1102,0,0,1
2010,251,10,0,0,4,59,8,9,0,20,0,0,0,0,1198,0,0,0
2011,251,11,0,0,4,59,8,9,0,23,0,0,0,0,1262,0,0,0
2012,251,11,0,0,4,60,8,9,0,25,0,0,0,0,1497,0,0,1
2013,251,11,1,0,5,60,8,9,0,26,0,0,1,0,1286,0,0,1
2014,251,11,0,1,5,60,8,9,0,27,0,0,0,0,1538,0,0,0
2015,251,11,0,0,5,59,8,9,0,29,0,0,1,0,1299,0,0,1
2016,251,11,0,0,5,59,8,9,0,31,0,0,0,0,1438,0,0,0
2017,251,11,0,0,6,59,8,10,0,33,0,0,1,0,6507,0,0,1
2018,251,11,0,0,6,58,8,10,0,35,0,0,0,0,8034,0,0,0
2019,251,11,0,0,6,61,8,10,0,35,0,0,0,0,11333,0,0,1
2000,252,11,0,5,2,42,6,5,0,33,0,1,1,0,,,1,1
2001,252,11,0,4,3,61,8,5,0,32,0,1,0,0,,0,0,0
2002,252,11,0,4,2,61,8,7,0,31,0,1,0,0,,0,1,1
2003,252,11,0,3,3,61,8,8,0,30,0,1,0,0,,0,1,1
2004,252,12,0,3,3,61,8,8,0,29,0,1,1,0,,0,1,1
2005,252,12,0,2,3,63,8,8,0,28,0,1,0,0,,0,1,0
2006,252,12,0,2,3,63,8,8,0,27,0,1,0,0,1387,0,1,1
2007,252,12,0,1,4,63,8,8,0,25,0,1,0,0,1337,0,1,1
2008,252,12,0,3,5,63,8,8,0,27,0,1,0,0,1511,0,1,0
2009,252,12,0,5,3,64,8,8,0,27,0,1,1,0,1890,0,1,1
2010,252,12,0,2,4,65,8,9,0,28,0,1,0,0,1813,0,1,1
2011,252,12,0,3,4,66,8,9,0,28,0,1,0,0,1841,0,1,0
2012,252,12,0,3,5,66,8,8,0,31,0,1,1,0,1814,0,1,0
2013,252,12,0,3,5,67,8,9,0,33,0,1,0,0,1411,0,1,0
2014,252,12,0,2,5,67,8,8,0,34,0,1,0,0,2222,0,1,0
2015,252,12,0,1,6,67,8,8,0,36,0,1,0,0,1648,0,1,1
2016,252,12,0,2,6,67,8,8,0,37,0,1,0,0,1681,0,1,0
2017,252,12,0,1,6,67,8,9,0,39,0,1,1,0,5825,0,1,1
2018,252,12,0,1,6,66,8,9,0,40,0,1,0,0,7965,0,1,0
2019,252,12,0,1,6,69,8,9,0,42,0,1,0,0,10967,0,1,1
2000,253,11,0,2,3,48,7,7,0,7,0,1,1,0,,,0,0
2001,253,11,0,2,3,49,7,8,0,10,0,1,0,0,,0,0,0
2002,253,11,0,2,2,50,7,8,0,13,0,1,0,0,,0,0,1
2003,253,11,0,3,3,50,7,8,0,16,0,1,0,0,,0,0,1
2004,253,11,0,3,3,51,7,8,0,19,0,1,0,0,,0,0,1
2005,253,11,0,4,4,52,7,8,0,22,0,1,1,0,,0,0,0
2006,253,11,0,4,4,52,7,8,0,25,0,1,0,0,854,0,0,0
2007,253,11,0,3,3,53,7,8,0,28,0,1,0,0,925,0,0,0
2008,253,11,0,3,4,54,7,8,0,29,0,1,0,0,882,0,0,1
2009,253,11,0,4,4,54,7,9,0,30,0,0,1,0,1330,0,0,0
2010,253,11,0,5,4,63,8,9,0,30,0,1,0,0,958,0,1,1
2011,253,11,0,4,4,55,7,9,0,32,0,1,0,0,690,0,1,1
2012,253,11,0,4,5,65,8,9,0,35,0,0,0,0,695,0,1,1
2013,253,11,0,8,5,56,7,9,0,36,0,0,1,0,1147,0,1,1
2014,253,11,0,10,5,65,8,9,0,37,0,0,0,0,1270,0,1,0
2015,253,11,0,10,6,65,8,9,0,39,0,0,0,0,1273,0,1,1
2016,253,11,0,14,6,65,8,9,0,41,0,0,0,0,1370,0,0,0
2017,253,11,0,13,6,65,8,9,0,42,1,0,0,0,5002,0,1,1
2018,253,11,0,12,6,65,8,9,0,43,1,0,0,0,5774,0,1,1
2019,253,11,0,9,6,68,8,9,0,45,1,0,0,0,6258,0,1,1
2000,254,11,0,10,2,48,7,7,0,23,0,1,1,0,,,0,0
2001,254,11,0,8,2,49,7,7,0,24,0,1,0,0,,0,0,1
2002,254,11,0,7,2,49,7,8,0,24,0,1,0,0,,0,0,0
2003,254,11,0,6,2,59,8,8,0,25,0,1,0,0,,0,0,1
2004,254,11,0,5,2,60,8,8,0,25,0,1,0,0,,0,0,0
2005,254,11,0,4,3,61,8,8,0,26,0,1,0,0,,0,0,0
2006,254,11,0,2,3,61,8,8,0,26,0,1,0,0,226,0,1,0
2007,254,11,0,2,2,62,8,8,0,27,0,1,0,0,373,0,1,1
2008,254,11,0,3,3,62,8,8,0,28,0,1,0,0,450,0,1,0
2009,254,11,0,2,2,53,7,8,0,29,0,1,1,0,1072,0,1,1
2010,254,11,0,3,3,63,8,9,0,29,0,1,0,0,602,0,1,0
2011,254,11,0,4,3,65,8,9,0,31,0,1,0,0,642,0,1,0
2012,254,11,0,3,4,66,8,9,0,33,0,1,0,0,645,0,1,1
2013,254,11,0,4,4,67,8,9,0,34,0,1,1,0,756,0,1,0
2014,254,11,0,5,5,67,8,9,0,35,0,1,0,0,818,0,1,1
2015,254,11,0,6,5,67,8,9,0,37,0,0,1,0,762,0,1,0
2016,254,11,0,8,6,67,8,10,0,39,0,0,0,0,688,0,1,1
2017,254,11,0,7,6,66,8,10,0,41,0,1,1,0,3462,0,1,1
2018,254,11,0,8,6,65,8,10,0,42,0,1,0,0,4169,0,1,0
2019,254,11,0,8,6,67,8,10,0,43,0,1,0,0,4751,0,1,0
2000,255,10,0,22,7,79,9,10,0,42,0,0,0,0,,,0,1
2001,255,10,0,19,7,79,9,10,0,42,0,0,0,0,,0,0,0
2002,255,10,0,19,7,79,9,10,0,43,0,0,1,0,,0,0,1
2003,255,11,0,21,7,78,9,10,0,61,0,0,1,0,,0,0,1
2004,255,11,0,23,7,79,9,10,0,63,0,0,1,0,,0,0,0
2005,255,11,0,24,8,80,9,10,0,63,0,0,0,0,,0,0,1
2006,255,11,0,21,8,80,9,11,0,65,0,0,1,0,4302,0,0,0
2007,255,11,0,21,8,81,9,11,0,66,0,0,0,0,4254,0,0,0
2008,255,11,0,21,9,82,9,11,0,67,0,0,0,0,4633,0,0,1
2009,255,11,0,18,9,82,9,11,0,69,0,0,0,0,4918,0,0,0
2010,255,11,0,22,9,83,9,11,0,69,0,0,0,0,4790,0,0,1
2011,255,11,0,21,10,84,9,11,0,70,0,0,0,0,4956,0,0,1
2012,255,11,0,19,10,84,9,11,0,72,0,0,1,0,5417,0,0,0
2013,255,11,0,22,10,84,9,11,0,74,0,0,0,0,5871,0,0,0
2014,255,11,0,27,10,85,9,11,0,74,0,0,0,0,6495,0,0,1
2015,255,11,0,31,11,84,9,11,0,76,0,0,0,0,7020,0,0,0
2016,255,11,0,30,10,84,9,11,0,77,0,0,1,0,7700,0,0,1
2017,255,11,0,33,11,85,9,11,0,77,0,0,0,0,8390,0,0,0
2018,255,11,0,40,11,84,9,11,0,78,0,0,0,0,9667,0,0,0
2019,255,11,0,48,11,84,9,11,0,79,0,0,1,0,10099,0,0,1
2000,256,11,0,6,2,67,8,7,0,52,0,1,0,0,,,1,0
2001,256,11,0,5,2,67,8,7,0,53,0,1,0,0,,0,1,1
2002,256,11,0,5,3,67,8,7,0,53,0,1,0,0,,0,1,0
2003,256,11,0,4,3,67,8,7,0,53,0,1,1,0,,0,1,1
2004,256,11,0,4,3,69,8,7,0,54,0,1,1,0,,0,1,0
2005,256,11,0,4,2,70,8,8,0,54,0,1,0,0,,0,1,0
2006,256,12,1,2,3,71,8,8,0,56,0,1,0,0,11335,0,0,0
2007,256,12,1,2,4,72,8,8,0,56,0,1,0,0,13535,0,1,1
2008,256,11,1,1,4,73,9,8,0,56,0,1,0,0,14054,0,1,1
2009,256,12,1,0,4,74,9,8,0,57,0,1,0,0,15194,0,1,0
2010,256,12,1,0,4,74,9,8,0,58,0,1,0,0,16415,0,0,0
2011,256,12,1,0,4,76,9,8,0,58,0,1,1,0,15924,0,1,1
2012,256,12,1,0,4,76,9,8,0,60,0,1,0,0,16028,0,1,1
2013,256,12,1,0,5,77,9,9,0,61,0,1,0,0,13869,0,1,1
2014,256,12,1,1,5,76,9,9,0,61,0,1,0,0,10717,0,1,1
2015,256,12,0,1,5,74,9,9,0,62,0,1,1,0,11277,0,1,0
2016,256,12,0,1,6,73,9,9,0,62,0,1,0,0,15542,0,1,0
2017,256,12,0,1,5,74,9,9,0,63,0,1,0,0,18302,0,1,1
2018,256,12,0,1,5,75,9,9,0,63,0,1,1,0,16035,0,1,0
2019,256,12,0,1,5,76,9,9,0,63,0,1,0,0,14319,0,1,0
2000,257,11,1,2,5,71,8,8,0,26,0,1,0,0,,,0,0
2001,257,11,1,2,5,71,8,9,0,28,0,0,0,0,,0,0,0
2002,257,11,1,2,5,72,8,9,0,29,0,0,0,0,,0,0,1
2003,257,11,1,2,5,72,8,9,0,31,0,0,1,0,,0,0,0
2004,257,11,1,3,5,73,9,9,0,32,0,0,0,0,,0,0,1
2005,257,11,1,3,5,73,9,9,0,34,0,0,0,0,,0,0,0
2006,257,11,1,10,5,74,9,9,0,35,0,0,1,0,2403,0,0,0
2007,257,11,1,9,6,75,9,9,0,37,0,0,0,0,2483,0,0,0
2008,257,11,1,5,6,76,9,10,0,38,0,0,1,0,2420,0,0,1
2009,257,11,1,4,6,76,9,10,0,40,0,0,0,0,2139,0,0,1
2010,257,11,1,5,7,77,9,10,0,41,0,0,0,0,2307,0,0,0
2011,257,11,1,5,7,78,9,10,0,43,0,0,0,0,2687,0,1,1
2012,257,11,1,4,7,78,9,10,0,45,0,0,0,0,2531,0,1,0
2013,257,11,1,4,7,78,9,10,0,47,0,0,1,0,2762,0,1,1
2014,257,11,1,4,7,78,9,10,0,48,0,0,0,0,3014,0,1,0
2015,257,11,1,4,8,77,9,11,0,50,0,0,0,0,3060,0,1,1
2016,257,11,1,3,8,77,9,11,0,52,0,0,0,0,3183,0,1,0
2017,257,11,1,3,8,78,9,11,0,53,0,0,1,0,5358,0,1,0
2018,257,11,1,3,8,79,9,11,0,54,0,0,0,0,5468,0,0,0
2019,257,11,1,2,8,79,9,11,0,56,0,0,0,0,5804,0,0,1
2000,258,11,0,5,5,70,8,8,0,-12,0,1,0,0,,,0,0
2001,258,11,0,5,5,70,8,9,0,-4,0,1,1,0,,0,0,1
2002,258,11,0,5,5,69,8,9,0,4,0,1,1,0,,0,0,0
2003,258,11,0,4,6,69,8,9,0,13,0,1,0,0,,0,0,1
2004,258,11,0,6,6,69,8,9,0,21,0,1,0,0,,0,0,1
2005,258,11,0,5,6,70,8,9,0,29,0,1,1,0,,0,0,0
2006,258,11,0,5,6,70,8,9,0,31,0,1,0,0,1289,0,1,1
2007,258,11,0,5,6,71,8,10,0,33,0,1,1,0,1257,0,0,0
2008,258,11,0,4,6,73,9,10,0,35,0,1,1,0,1204,0,0,1
2009,258,11,0,2,6,73,9,10,0,38,0,1,0,0,1383,0,0,1
2010,258,11,0,2,7,75,9,10,0,41,0,1,0,0,1493,0,1,0
2011,258,11,0,2,7,76,9,10,0,42,0,1,0,0,1270,0,1,0
2012,258,11,0,2,7,76,9,11,0,44,0,1,0,0,1203,0,1,1
2013,258,11,1,2,7,77,9,11,0,46,0,1,1,0,1172,0,1,0
2014,258,11,1,2,7,77,9,11,0,47,0,1,0,0,1256,0,1,1
2015,258,11,1,2,8,77,9,11,0,49,0,0,1,0,1515,0,1,0
2016,258,11,0,2,8,76,9,11,0,50,0,1,0,0,1563,0,1,1
2017,258,12,0,2,8,74,9,11,0,52,0,1,0,0,6001,0,1,0
2018,258,12,0,2,8,75,9,10,0,53,0,1,0,0,6403,0,1,0
2019,258,12,0,2,9,76,9,10,0,54,0,1,0,0,6896,0,1,0
2000,259,11,0,3,4,63,8,8,0,15,0,1,1,0,,,0,0
2001,259,11,0,3,4,63,8,8,0,17,0,1,0,0,,0,0,1
2002,259,11,0,2,4,64,8,8,0,18,0,1,1,0,,0,0,1
2003,259,11,0,2,4,64,8,9,0,20,0,1,0,0,,0,1,1
2004,259,11,0,2,4,65,8,9,0,21,0,1,0,0,,0,1,0
2005,259,12,0,3,5,66,8,9,0,23,0,1,0,0,,0,1,0
2006,259,12,0,3,5,66,8,9,0,24,0,1,0,0,434,0,1,1
2007,259,12,0,2,5,68,8,9,0,26,0,1,0,0,412,0,1,0
2008,259,12,0,2,6,69,8,10,0,28,0,1,1,0,451,0,1,0
2009,259,12,0,1,6,68,8,10,0,29,0,1,0,0,512,0,1,0
2010,259,12,0,1,6,70,8,10,0,32,0,1,0,0,558,0,1,1
2011,259,12,0,1,6,72,8,10,0,33,0,1,1,0,629,0,1,0
2012,259,12,0,1,7,72,8,10,0,35,0,1,0,0,645,0,1,1
2013,259,12,0,1,7,72,9,10,0,37,0,1,1,0,678,0,1,0
2014,259,12,0,1,7,72,9,10,0,39,0,1,0,0,714,0,1,0
2015,259,12,0,1,7,71,8,11,0,41,0,1,1,0,809,0,1,1
2016,259,12,0,1,7,71,8,11,0,43,0,1,0,0,877,0,1,1
2017,259,12,0,1,7,71,8,11,0,44,0,1,0,0,7462,0,1,0
2018,259,12,0,1,7,72,8,11,0,46,0,1,1,0,7319,0,1,0
2019,259,12,0,1,7,73,9,11,0,48,0,1,1,0,7472,0,1,0
2000,260,11,1,1,3,74,9,8,0,31,0,1,0,0,,,0,1
2001,260,11,1,1,3,76,9,8,0,33,0,1,1,0,,0,0,0
2002,260,11,1,0,3,76,9,8,0,35,0,1,0,0,,0,1,1
2003,260,12,1,0,3,76,9,9,0,36,0,1,0,0,,0,0,0
2004,260,12,1,0,4,76,9,9,0,38,0,1,0,0,,0,1,0
2005,260,12,1,0,3,80,9,9,0,40,0,1,0,0,,0,1,0
2006,260,12,1,0,4,83,9,9,0,42,0,1,1,0,685,0,1,1
2007,260,12,1,0,4,84,9,9,0,43,0,1,0,0,672,0,1,0
2008,260,12,1,0,4,84,9,9,0,46,0,1,0,0,798,0,1,0
