year,citycode,lnCI,education,major,tenure,age,hometown,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,pressure,EI,CI_ratio,d1,d2
2019,441600,11.704054,1,2,3,55,0,0.34482157,28.285437,8.2566071,61.00257154,7.8104143,8.8353519,0.15858503,46.499871,0,1,0,1,13645,0,1,0
2000,441700,10.259091,1,1,1,52,1,0.29358801,32.029636,4.9558272,73.0982148,8.5497494,8.1533308,0.074109577,41.92,0,0,1,1,,,0,1
2001,441700,10.266092,1,1,2,53,1,0.29333705,21.658634,5.3565865,72.89238105,8.5377035,8.0668898,0.064813294,42.3,0,0,0,1,,0,0,1
2002,441700,10.391348,1,1,3,54,1,0.30427966,27.013458,5.6629605,72.69199392,8.52596,8.0789118,0.068062373,42.6,0,0,0,1,,0,0,0
2003,441700,10.575188,1,1,4,55,1,0.31752077,31.091187,5.6167712,72.68986245,8.525835,8.1604023,0.152703,43.101628,0,0,0,1,,0,0,1
2004,441700,10.637823,1,1,5,56,1,0.34272951,35.252949,5.971262,73.08526764,8.5489922,8.1833887,0.15294716,43.498224,0,0,0,1,,0,0,0
2005,441700,10.730186,1,1,6,57,1,0.37628573,28.09453,6.251904,73.49600151,8.5729809,8.2837734,0.14317662,44.089773,0,0,1,1,,0,0,1
2006,441700,10.829291,2,1,1,53,1,0.37953433,25.541557,6.4052286,73.42519889,8.5688505,8.3373737,0.14691199,44.4601,0,0,0,1,3253,0,0,0
2007,441700,10.887419,2,1,2,54,1,0.40166691,20.999826,6.5395861,73.66599389,8.5828896,8.485981,0.15067007,45.911923,0,0,0,1,2739,0,0,1
2008,441700,10.883748,2,1,1,47,1,0.41817856,17.823572,6.5708828,74.54020587,8.633667,8.614603,0.15486494,45.890758,0,0,1,1,2444,0,0,0
2009,441700,10.992629,2,1,2,48,1,0.40770528,18.725557,6.9255953,73.72674065,8.5864277,8.8351707,0.1571458,46.722037,0,0,0,1,3285,0,0,0
2010,441700,11.037746,2,1,3,49,1,0.41967222,19.413525,6.6883545,73.75363407,8.5879936,9.0026703,0.14382458,46.810704,0,0,0,1,3421,0,0,1
2011,441700,11.15451,2,1,4,50,1,0.43154657,18.591541,6.6424866,74.20497744,8.6142311,9.0620155,0.14197296,46.971246,0,0,0,1,3312,0,0,0
2012,441700,11.172784,2,1,5,51,1,0.4437685,16.799252,6.9517722,74.58798533,8.6364336,9.1327505,0.15387717,48,0,0,1,1,3178,0,0,1
2013,441700,11.135496,2,1,1,52,1,0.46566245,14.944372,7.106606,74.68614476,8.6421146,9.2060823,0.1448625,48.798193,0,0,0,1,4514,0,0,0
2014,441700,11.211312,2,1,2,53,1,0.47986722,15.415298,7.0440331,74.36502993,8.6235161,9.209094,0.14102013,49.04981,0,0,0,1,4443,0,1,1
2015,441700,11.230377,2,1,3,54,1,0.45415887,16.730358,7.3185396,73.55406063,8.5763664,9.1762733,0.15370384,49.90841,0,0,0,1,6562,0,0,0
2016,441700,11.329455,3,2,1,54,1,0.40476793,12.999612,7.5218592,72.40572392,8.5091553,8.7985344,0.16374233,50.810789,0,0,1,1,8031,0,1,1
2017,441700,11.346064,3,2,2,55,1,0.36007479,12.035924,8.0159874,71.76837084,8.4716215,8.8116636,0.1534414,51.610366,0,0,0,1,12443,0,1,1
2018,441700,11.343373,3,2,3,56,1,0.33340386,12.263273,8.1579437,71.35388022,8.4471226,8.4506178,0.16921714,52.609955,0,0,1,1,14252,0,1,0
2019,441700,11.303243,2,1,1,58,0,0.34314135,11.888493,8.3730917,71.64562044,8.4643736,8.5138979,0.16443345,53.611576,0,0,0,1,13890,0,1,0
2000,441800,10.771955,1,1,2,53,1,0.25784472,23.056593,3.8501475,67.18470401,8.1966276,8.4973049,0.037543345,32.6,0,1,0,1,,,0,0
2001,441800,10.770601,1,1,3,54,1,0.23495127,18.891039,4.1588831,67.07790509,8.1901102,8.3242121,0.038104277,30.266,0,1,0,1,,0,0,1
2002,441800,10.884118,0,1,1,52,1,0.22695608,20.511295,4.9416423,66.65822257,8.1644487,8.3764267,0.045227852,30.372,0,1,1,1,,0,0,1
2003,441800,11.108603,0,1,2,53,1,0.2498478,24.834881,4.5643482,66.64881746,8.1638727,8.8598528,0.17097561,36.145387,0,1,0,1,,0,0,0
2004,441800,11.186136,0,1,3,54,1,0.30033863,38.605778,4.5849676,67.12382506,8.1929131,9.0966511,0.15999794,37.153792,0,1,0,1,,0,0,1
2005,441800,11.33449,0,1,4,55,1,0.39312121,42.739719,4.7361984,66.88299777,8.1782026,9.1890049,0.14436094,38.45897,0,1,0,1,,0,1,1
2006,441800,11.458401,0,1,5,56,1,0.48054522,40.774483,4.6821313,67.16975911,8.1957159,9.0445948,0.14280546,40.119232,0,1,0,1,2419,0,1,1
2007,441800,11.556415,0,1,6,57,1,0.50159657,34.608124,5.1647859,67.54688011,8.2186909,8.9768,0.13406113,41.859511,0,1,0,1,2803,0,1,0
2008,441800,11.557741,2,1,1,54,1,0.48590755,31.03466,4.9558272,68.48717242,8.2756977,8.9791164,0.13458005,43.671231,0,1,1,1,2756,0,1,0
2009,441800,11.656548,2,1,2,55,1,0.47438964,25.638863,5.3132062,67.89358883,8.2397566,8.9414797,0.14343233,45.569758,0,1,0,1,3141,0,1,0
2010,441800,11.656024,2,1,3,56,1,0.45857701,28.807194,6.0450053,68.87589902,8.2991505,8.9904671,0.15438847,47.540364,0,1,0,1,3514,0,1,0
2011,441800,11.700765,2,1,4,57,1,0.44987416,28.502098,6.4313312,69.84980036,8.3576193,9.0593147,0.15318395,47.65115,0,1,1,1,3804,0,1,1
2012,441800,11.754789,2,1,1,47,0,0.41089422,27.818851,6.4488893,69.85859954,8.3581457,8.9080582,0.15736201,47.928837,0,1,0,1,5139,0,1,0
2013,441800,11.734577,2,1,2,48,0,0.39731288,24.11265,6.4952655,69.55353503,8.3398762,8.9741478,0.15228188,47.999261,0,1,0,1,6614,0,1,0
2014,441800,11.75633,2,1,3,49,0,0.41083899,22.539555,6.5916739,69.60062827,8.3426991,9.0645866,0.16086346,48.299338,0,1,0,1,7497,0,1,0
2015,441800,11.74262,2,1,4,50,0,0.38201469,23.058859,7.2477927,69.04862619,8.3095503,9.0279894,0.17244397,49.070283,0,1,0,1,8420,0,1,0
2016,441800,11.768594,2,1,5,51,0,0.35830501,21.78878,7.731492,68.7642676,8.2924223,8.939847,0.16390498,50,0,1,0,1,8526,0,1,1
2017,441800,11.734762,2,1,6,52,0,0.335668,21.580734,8.270525,68.71837505,8.2896547,8.9697104,0.15583242,50.699482,0,1,0,1,14384,0,1,0
2018,441800,11.681239,2,1,1,58,1,0.34148693,27.231455,8.3970575,68.93892888,8.302947,9.0450401,0.16501132,52.000516,0,1,1,1,16531,0,1,0
2019,441800,11.636484,2,1,2,59,1,0.32748768,24.720367,8.5465574,69.11365541,8.3134623,9.1004772,0.1729876,53.499743,0,1,0,1,17404,0,1,1
2000,441900,10.568672,0,1,7,56,1,0.54980451,323.05597,7.1823521,110.9489974,10.533233,8.8789301,0.42406824,25.96,0,1,0,1,,,0,1
2001,441900,10.543547,1,1,1,50,0,0.54542673,287.03802,7.7450027,110.9457954,10.533081,8.895196,0.44215596,26.23,0,0,1,1,,0,0,1
2002,441900,10.639478,1,1,2,51,0,0.54717749,308.01453,7.7964692,110.4909175,10.511466,9.1317291,0.45877305,26.26,0,1,0,1,,0,0,0
2003,441900,10.783642,1,1,3,52,0,0.54998499,296.465,8.0140047,110.4400899,10.509048,9.4563847,0.45249033,44.053415,0,0,0,1,,0,0,1
2004,441900,10.844624,1,1,4,53,0,0.56316406,295.08096,8.062748,110.6105283,10.517154,9.6185389,0.4517343,58.545588,0,1,0,1,,0,0,0
2005,441900,10.945174,1,1,5,54,0,0.56276011,274.12866,8.4484863,110.3917956,10.50675,9.7123747,0.43982479,73.019647,0,0,0,1,,0,0,1
2006,441900,11.036194,3,1,1,51,1,0.57398719,249.52661,8.7513161,110.246073,10.499813,9.7024145,0.44892839,85.090683,0,0,1,1,9543,0,1,1
2007,441900,11.061532,3,1,2,52,1,0.55615926,246.32359,9.0479393,110.2240455,10.498764,9.7103615,0.45370448,85.199855,0,0,0,1,11070,0,1,1
2008,441900,11.071443,3,1,3,53,1,0.51461989,208.40236,9.3991413,110.3680306,10.505619,9.6946068,0.41879189,86.389555,0,0,0,1,11346,0,1,1
2009,441900,11.167305,3,1,4,54,1,0.49703044,168.43996,9.7175198,109.3022785,10.454773,9.7859697,0.39388442,86.389426,0,0,0,1,11417,0,1,0
2010,441900,11.196462,3,1,5,55,1,0.53296858,185.16406,9.9277897,109.564767,10.467319,9.7058897,0.4099524,88.459294,0,0,0,1,12352,0,1,0
2011,441900,11.203037,3,1,6,56,1,0.53477162,174.33728,9.7868414,110.0272816,10.489389,9.5930252,0.41127726,88.600572,0,0,1,1,12453,0,1,0
2012,441900,11.220705,3,2,1,54,0,0.52276868,174.89226,10.092536,109.7511855,10.47622,9.6213036,0.40741375,88.670212,0,0,0,1,12873,0,1,1
2013,441900,11.18336,3,2,2,55,0,0.51977223,162.57689,10.054533,109.6466577,10.47123,9.6848307,0.40983126,88.75021,0,0,0,1,13475,0,1,0
2014,441900,11.182968,3,2,3,56,0,0.52733159,161.06096,10.151246,109.2878932,10.454085,9.6383982,0.39580297,88.809915,0,0,0,1,14332,0,1,1
2015,441900,11.129282,3,2,4,57,0,0.52196163,163.3531,10.461531,108.8123744,10.431317,9.5714312,0.39625153,88.820102,0,0,0,1,14632,0,1,0
2016,441900,11.142677,3,2,1,54,1,0.53153372,164.62653,10.834864,108.3776982,10.410461,9.5688229,0.38345593,89.139855,0,0,1,1,15615,0,1,0
2017,441900,11.074614,3,2,2,55,1,0.54665446,146.52692,11.28957,107.8015391,10.382752,9.5797529,0.37455013,89.860354,0,0,0,1,16780,0,1,1
2018,441900,11.011457,2,1,1,56,1,0.56252462,158.25418,11.348593,106.2274259,10.306669,9.5637627,0.36947644,91.020233,0,0,1,1,17786,0,1,1
2019,441900,10.960694,2,1,2,57,1,0.55928767,147.71782,11.258742,104.5857611,10.226718,9.6540127,0.35758945,92.099947,0,0,0,1,19003,0,1,0
2000,442000,10.614626,0,1,5,47,1,0.52349448,145.92258,6.9265771,98.75123308,9.9373655,9.083374,0.35569054,60.69,0,1,0,1,,,0,1
2001,442000,10.588163,0,1,6,48,1,0.54669303,146.32831,7.1869011,98.60276506,9.9298925,9.4081278,0.37344569,57.33880533,0,1,0,1,,0,0,0
2002,442000,10.699965,0,1,7,49,1,0.56439281,164.6156,7.3304052,98.14922757,9.9070292,9.4516354,0.38692752,53.98761067,0,1,0,1,,0,0,1
2003,442000,10.860858,0,1,8,50,1,0.59923226,189.95389,7.3677087,98.22652752,9.9109297,9.451314,0.37584484,50.636416,0,1,0,1,,0,0,0
2004,442000,10.946764,0,1,9,51,1,0.61570126,183.52052,7.6401234,98.2617105,9.9127045,9.3984699,0.34659937,62.497425,0,1,0,1,,0,0,0
2005,442000,11.014191,0,1,10,52,1,0.61280584,169.17035,7.7655692,99.01530606,9.9506435,9.2677507,0.3480536,74.291465,0,1,0,1,,0,1,1
2006,442000,11.110081,0,1,11,53,1,0.60976255,169.71271,7.9996786,99.02624013,9.9511929,9.1827745,0.33650392,84.238389,0,1,1,1,6121,0,1,1
2007,442000,11.130518,0,1,1,57,1,0.59855384,140.31979,8.4318533,99.2687856,9.9633722,9.1678219,0.35294375,84.959803,0,1,0,1,6574,0,1,0
2008,442000,11.139502,0,1,2,58,1,0.58883816,120.14679,8.483016,99.74537829,9.9872608,9.1710091,0.33745575,86.142933,0,1,0,1,6430,0,1,0
2009,442000,11.248363,0,1,3,59,1,0.58636683,107.37447,8.8376808,98.7196785,9.9357777,9.2788277,0.32962984,86.33865,0,1,0,1,6920,0,1,0
2010,442000,11.290992,0,1,4,60,1,0.59144515,113.95876,9.0842104,98.95617623,9.9476719,9.34025,0.33326545,87.821437,0,1,0,1,7834,0,1,1
2011,442000,11.315407,2,1,1,51,0,0.57355499,102.48132,9.148571,99.30596042,9.9652376,9.3670597,0.34458041,87.868759,0,1,1,1,8077,0,1,1
2012,442000,11.344351,2,1,2,52,0,0.57077318,91.339729,9.4889565,98.8904052,9.9443655,9.4147015,0.33660725,87.917974,0,1,0,1,8503,0,1,1
2013,442000,11.336332,2,1,3,53,0,0.56978703,87.942947,9.6142712,98.1406661,9.9065971,9.3969507,0.32812208,87.998992,0,1,0,1,9152,0,1,1
2014,442000,11.384831,2,1,4,54,0,0.57039666,87.645378,9.8037224,97.32672487,9.8654308,9.2611666,0.33185247,88.069659,0,1,0,1,10285,0,1,1
2015,442000,11.380875,2,1,5,55,0,0.55935466,85.266541,10.102216,96.42540829,9.819644,9.3378611,0.34780204,88.120015,0,1,0,1,11038,0,1,1
2016,442000,11.40931,2,1,6,56,0,0.5434491,83.002792,10.304509,96.12350042,9.8042593,9.3805113,0.34757981,88.201238,0,1,1,1,11555,0,1,1
2017,442000,11.374197,3,2,1,55,1,0.51464391,84.589394,10.617246,95.03735836,9.7487106,9.4257727,0.37318346,88.279141,1,1,1,1,12344,0,1,0
2018,442000,11.330338,2,1,1,52,0,0.50409424,79.810295,10.675122,94.46075708,9.7190924,9.2833519,0.34977451,88.350453,1,0,0,1,12762,0,1,1
2019,442000,11.290118,2,1,2,53,0,0.49812004,77.437973,10.600652,93.86558092,9.6884251,9.0696745,0.3198095,88.399408,1,0,1,1,13383,0,1,0
2000,445100,10.198066,1,2,6,58,1,0.48640171,38.208946,6.0707378,76.29180644,8.7345181,7.880271,0.073789038,5.493071,0,0,1,1,,,0,1
2001,445100,10.100669,0,2,1,55,1,0.44224662,38.451778,6.4441314,77.52745972,8.8049679,7.9830894,0.0673391,15.211861,0,0,0,1,,0,0,0
2002,445100,10.223825,0,2,2,56,1,0.45069492,42.3629,6.2859979,77.03518483,8.776969,7.9795461,0.068674967,24.930651,0,0,0,1,,0,0,1
2003,445100,10.415506,0,2,3,57,1,0.4542079,45.387703,6.2146082,76.93739831,8.7713966,8.0867338,0.16837662,34.649441,0,0,0,1,,0,0,1
2004,445100,10.540011,2,1,1,50,1,0.48768488,49.447384,6.418365,76.50661695,8.7468061,8.4365263,0.16535673,44.368231,0,0,1,1,,0,0,1
2005,445100,10.671206,2,2,1,45,1,0.53512937,53.875408,6.7007313,76.26223772,8.7328253,8.5846252,0.15813461,53.620888,0,0,1,1,,0,0,1
2006,445100,10.779275,2,2,2,46,1,0.57639539,55.612183,6.9939332,76.35017641,8.7378588,8.5690413,0.16944835,62.901383,0,0,0,1,3410,0,0,1
2007,445100,10.836476,2,2,3,47,1,0.58207327,42.337101,6.8875527,76.48686619,8.745677,8.5458622,0.1744445,62.90153,0,0,0,1,3803,0,0,0
2008,445100,10.835018,2,2,4,48,1,0.57146794,34.668236,7.181592,77.12899353,8.7823114,8.4908648,0.15828978,59.200092,0,0,0,1,3719,0,1,1
2009,445100,10.931744,2,2,5,49,1,0.54994851,39.669598,7.4067106,76.52091515,8.7476234,8.6152029,0.15529203,62.101256,0,0,0,1,4440,0,1,1
2010,445100,10.982995,2,2,6,50,1,0.55614275,45.493748,7.4241652,76.6132269,8.7528982,8.5984259,0.15882114,62.752143,0,0,0,1,4192,0,1,0
2011,445100,11.02023,2,2,7,51,1,0.55398893,40.936058,7.6834035,76.86646285,8.7673521,8.5646353,0.14608486,63.151619,0,0,1,1,3893,0,1,1
2012,445100,11.060912,2,2,1,53,1,0.56078923,38.022743,7.8391318,76.4386816,8.7429218,8.5787983,0.15392125,63.151852,0,0,0,1,3626,0,1,0
2013,445100,11.035267,2,2,2,54,1,0.54105532,30.925573,8.0879478,76.22110118,8.7304697,8.5996723,0.14839093,63.150326,0,0,0,1,7162,0,1,0
2014,445100,11.094193,2,2,3,55,1,0.55361974,25.133797,7.9946322,76.08098921,8.7224417,8.7321873,0.16479166,63.409793,0,0,1,1,9867,0,1,1
2015,445100,11.097225,1,1,1,53,1,0.53503078,22.888086,7.9996786,75.6203186,8.6959944,8.878233,0.18021919,63.798523,0,0,0,1,9347,0,1,0
2016,445100,11.150716,1,1,2,54,1,0.52201033,22.176456,8.4523344,75.44185526,8.6857271,8.9585552,0.17203429,63.998488,0,0,0,1,9078,0,1,1
2017,445100,11.22677,2,1,1,47,1,0.51173061,21.159866,8.5656023,74.544635,8.6339235,8.9963961,0.15784693,64.501283,0,0,1,1,17808,0,1,1
2018,445100,11.258223,2,1,2,48,1,0.49755979,21.359217,8.7377739,74.48281167,8.6303425,8.7833824,0.18867157,65.301513,0,0,0,1,16778,0,1,0
2019,445100,11.260607,3,1,1,56,0,0.47803992,20.162855,8.9377441,74.92376346,8.6558514,8.7945604,0.18782334,65.79818,0,0,1,1,8323,0,1,1
2000,445200,10.149094,1,1,3,50,1,0.45618507,20.812674,5.7235851,72.50195017,8.5148077,8.6580782,0.034808468,19.597856,0,0,1,1,,,0,0
2001,445200,10.127369,2,1,1,46,1,0.45338002,22.616224,5.4467373,76.44034976,8.7430172,8.660533,0.046980552,23.853682,0,0,0,1,,0,0,0
2002,445200,10.232787,2,1,2,47,1,0.45079598,24.438524,5.6312118,70.44594892,8.3932085,8.7112608,0.038035996,28.109508,0,0,0,1,,0,0,1
2003,445200,10.387045,2,1,3,48,1,0.45758206,26.111139,5.9738097,70.28083555,8.3833666,8.7244139,0.13893165,32.365334,0,0,0,1,,0,0,0
2004,445200,10.42161,2,1,1,53,1,0.45222276,26.43125,6.0161572,77.26210468,8.7898865,8.7291307,0.17441237,36.62116,0,0,1,1,,0,0,1
2005,445200,10.577461,2,1,1,44,1,0.48823553,27.13166,6.0426331,76.55031698,8.7493038,8.8932447,0.15939771,41.149565,0,0,0,1,,0,0,1
