year,citycode,lnCI,education,major,tenure,age,hometown,Structure,Open,TI,PGDP2,PGDP,Fixed,FD,UR,pilot,rank,turnover,pressure,EI,CI_ratio,d1,d2
2018,450500,12.0665,3,1,2,56,0,0.4806641,19.36561,7.3569183,75.23170472,8.6736212,9.2298956,0.15825857,58.60119,0,1,0,0,10445,0,1,1
2019,450500,12.176584,3,1,3,57,0,0.42883196,18.972349,6.84588,74.89234774,8.6540365,9.2381868,0.16110864,59.399071,0,1,0,0,11384,0,1,0
2000,450600,10.317965,1,2,4,55,0,0.25950006,36.210175,2.5649493,76.27026689,8.733285,7.1779079,0.18152112,32.292773,0,0,0,0,,,0,1
2001,450600,10.272593,1,2,5,56,0,0.26857379,14.420091,0.69314718,75.98883314,8.7171574,7.2346158,0.19559301,34.021092,0,0,0,0,,0,0,0
2002,450600,10.371115,1,1,1,50,0,0.30131298,42.850258,2.6390574,75.51168381,8.6897459,7.0221686,0.18958929,35.749411,0,0,1,0,,0,0,1
2003,450600,10.56669,1,1,2,51,0,0.2952069,55.558701,1.6094379,75.12477098,8.6674547,7.1265311,0.26533976,37.47773,0,0,0,0,,0,0,1
2004,450600,10.641259,1,1,3,52,0,0.32857233,72.994225,3.1780539,75.39607279,8.6830912,7.4495301,0.25115085,39.206049,0,0,0,0,,0,0,0
2005,450600,10.784649,1,1,4,53,0,0.35529155,69.154739,3.0445225,75.84174134,8.7087164,7.6470633,0.22936581,41.065163,0,0,0,0,,0,0,1
2006,450600,10.900455,1,1,5,54,0,0.3953748,65.441238,2.1972246,75.90720146,8.7124739,7.9397278,0.2375592,42.49568,0,0,0,0,2011,0,1,1
2007,450600,10.896668,1,1,6,55,0,0.44632831,65.400429,2.6390574,77.31428674,8.7928543,8.1570301,0.23904105,43.529128,0,0,0,0,2473,0,0,0
2008,450600,10.958961,1,1,1,54,0,0.46585912,70.728989,2.9444389,78.5247077,8.8614168,8.3189974,0.23396784,44.491877,0,0,1,0,2655,0,1,1
2009,450600,11.103144,1,1,2,55,0,0.49765241,58.994377,2.9444389,77.35595114,8.7952232,8.6671705,0.25078049,44.385642,0,0,0,0,3091,0,0,0
2010,450600,11.162724,1,1,3,56,0,0.49863616,57.826778,3.2958369,77.91450962,8.8269196,8.8974571,0.24399951,48.275464,0,0,0,0,3193,0,1,1
2011,450600,11.285606,2,1,0,53,0,0.52595949,62.523827,4.3820267,79.89868259,8.9386063,9.0202503,0.22513202,50.182149,0,0,1,0,3991,0,1,0
2012,450600,11.403779,2,1,1,54,0,0.52603942,69.343361,5.6276212,79.06960069,8.8921089,9.0187702,0.23083429,51.922426,0,1,0,0,5279,0,1,1
2013,450600,11.450683,2,1,2,55,0,0.56381243,49.926025,6.0637851,79.70209175,8.9276028,8.7559328,0.23662077,53.014461,0,1,0,0,5707,0,1,0
2014,450600,11.353144,3,1,1,50,0,0.57792163,56.818764,6.4937539,79.75764719,8.9307137,8.6633558,0.23867317,54.063877,0,1,1,0,7563,0,1,1
2015,450600,11.308284,3,1,2,51,0,0.5686906,89.982071,6.9893351,78.70799597,8.8717527,8.6615591,0.25592485,55.128484,0,0,0,0,7618,0,1,0
2016,450600,11.331205,3,1,3,52,0,0.57135564,96.523537,7.3277807,78.38504304,8.8535328,8.7060413,0.23105727,56.361679,0,0,0,0,10152,0,1,1
2017,450600,11.417315,3,1,4,53,0,0.56798631,100.09391,6.9265771,78.76980696,8.8752356,8.7554302,0.20708065,57.370772,0,1,0,0,12220,0,1,1
2018,450600,11.70434,2,1,1,56,0,0.51930052,127.88548,5.5333896,75.2526495,8.6748285,8.6750002,0.20016114,58.397147,0,1,1,0,18052,0,1,0
2019,450600,11.792214,2,1,2,57,0,0.47178259,134.70332,5.8749309,75.15565629,8.6692362,8.6993685,0.20105733,59.692819,0,1,0,0,20379,0,1,1
2000,450700,10.148801,1,1,2,49,0,0.17897142,2.1173015,2.6390574,66.45735071,8.1521378,7.5957594,0.071139269,12.044663,0,0,0,0,,,0,1
2001,450700,10.130147,1,1,3,50,0,0.18435636,1.0288415,3.3322046,66.2954127,8.1421995,7.7407327,0.079784505,13.951015,0,0,0,0,,0,0,1
2002,450700,10.302575,1,1,4,51,0,0.19592223,1.7893542,3.1354942,65.06432453,8.066246,7.8362598,0.077562727,15.857367,0,0,0,0,,0,0,0
2003,450700,10.524117,2,1,1,46,0,0.22879194,2.3386321,3.1780539,64.41761023,8.0260582,8.0058842,0.1438435,17.763719,0,0,1,0,,0,0,1
2004,450700,10.639952,2,1,2,47,0,0.2568759,4.3767581,2.7080503,63.89180736,7.9932351,8.2287464,0.13073677,19.670071,0,0,0,0,,0,0,0
2005,450700,10.863821,2,1,3,48,0,0.27390704,8.5183058,3.2188759,63.3021066,7.9562621,8.4448051,0.13024931,21.729114,0,0,0,0,,0,0,0
2006,450700,10.912075,2,1,4,49,0,0.33693579,14.574916,3.2188759,64.33752544,8.0210676,8.5757837,0.12683065,23.749325,0,0,0,0,,0,0,1
2007,450700,10.988483,2,1,5,50,0,0.34426343,21.426605,3.9512436,64.61810765,8.0385389,8.7614841,0.12632801,25.510172,0,0,0,0,,0,1,1
2008,450700,11.070765,0,1,1,59,0,0.36109906,25.106258,3.5553482,64.94808059,8.0590372,9.0238132,0.13587758,28.793461,0,0,1,0,,0,1,1
2009,450700,11.174391,0,1,2,60,0,0.35685799,15.265469,4.5325994,64.56974399,8.0355301,9.2911921,0.14129387,29.735116,0,0,0,0,,0,1,1
2010,450700,11.182019,2,1,1,44,0,0.41967443,16.675632,4.8441873,65.6078276,8.0998659,9.3124809,0.12806648,30.710784,0,0,1,0,,0,1,0
2011,450700,11.366348,2,1,2,44,0,0.44959301,29.058712,5.0814042,66.0041725,8.1242952,9.3415051,0.11614802,32.501608,0,1,0,0,,0,1,1
2012,450700,11.431037,2,1,3,45,0,0.41826326,34.245586,5.7071104,65.25852213,8.0782747,9.3859444,0.12282984,34.139725,0,1,0,0,,0,1,0
2013,450700,11.515163,2,1,1,51,0,0.42036393,28.557043,6.253829,65.2325466,8.0766668,9.2421741,0.1222182,35.341226,0,1,1,0,,0,1,0
2014,450700,11.511532,2,1,2,52,0,0.39643782,38.178879,6.9431224,65.13214545,8.0704489,9.2013626,0.11499833,36.118971,0,1,0,0,,0,1,1
2015,450700,11.413929,2,1,3,53,0,0.40421456,40.067455,6.8101425,65.35276174,8.0841055,9.3271799,0.12968941,37.029882,0,1,0,0,,0,1,0
2016,450700,11.352582,2,1,4,54,0,0.43727738,27.872723,7.5496092,66.25796061,8.1398993,9.4012432,0.1207495,37.801418,0,1,0,0,,0,1,0
2017,450700,11.345489,2,1,1,55,0,0.47717243,25.029875,7.4860525,67.63271707,8.2239113,9.4523811,0.11611573,38.95122,0,0,1,0,,0,1,1
2018,450700,11.492657,2,1,2,56,0,0.41266102,26.376936,7.1172056,66.27844056,8.1411572,9.5047588,0.116257,40.001211,0,1,0,0,,0,1,1
2019,450700,11.589105,2,1,3,57,0,0.33309576,26.550747,6.8362594,65.75801855,8.1091318,9.5429802,0.10674477,41.03968,0,1,1,0,,0,1,0
2000,450800,10.649051,1,2,1,51,0,0.20586044,1.2964296,3.9702919,60.70581735,7.7913938,7.3587093,0.052075606,17.194103,0,1,1,0,,,0,1
2001,450800,10.618667,2,1,2,52,0,0.21239139,0.97117943,4.1743875,60.70942793,7.7916255,7.4758,0.05951868,19.953596,0,1,0,0,,0,0,0
2002,450800,10.729522,2,1,3,53,0,0.21413246,2.987216,4.4773369,59.80596741,7.7334318,7.7078171,0.053699937,22.713089,0,1,0,0,,0,0,1
2003,450800,10.868974,2,1,4,54,0,0.24585776,2.9885154,4.3174882,59.6588861,7.7239165,7.8097062,0.10716628,25.472582,0,1,0,0,,0,0,0
2004,450800,10.881581,2,1,5,55,0,0.27994561,2.7278078,3.8286414,60.68568138,7.7901015,8.1669464,0.10765725,28.232075,0,1,0,0,,0,0,1
2005,450800,11.031734,2,1,6,56,0,0.32595816,2.8167105,4.3944492,60.90105967,7.8039131,8.8090639,0.10437085,30.785809,0,1,0,0,,0,0,1
2006,450800,11.108618,2,1,7,57,0,0.34170449,2.866173,4.3438053,61.13713788,7.8190241,8.832283,0.1056738,32.418876,0,1,1,0,2194,0,0,0
2007,450800,11.077929,2,1,1,50,0,0.38573936,2.5354848,4.0604429,61.97566896,7.8724627,8.7133818,0.10242377,35.075139,0,0,0,0,2463,0,1,1
2008,450800,11.112165,2,1,2,51,0,0.39672199,2.8955438,4.7004805,62.4258089,7.9010005,8.9501152,0.10447584,38.159869,0,1,0,0,2606,0,1,0
2009,450800,11.223164,2,1,3,52,0,0.41625822,2.2344012,4.3820267,61.90022493,7.8676696,9.0852108,0.10842983,39.178108,0,1,0,0,3116,0,0,0
2010,450800,11.236672,2,1,4,53,0,0.45579797,2.1140323,4.6051702,62.85099113,7.9278617,9.2376652,0.11774971,40.220453,0,1,0,0,3032,0,1,1
2011,450800,11.344542,2,1,5,54,0,0.41927594,2.7196548,4.9052749,64.12987222,8.0081129,9.2882881,0.11595748,42.06943,0,1,1,0,2895,0,1,0
2012,450800,11.389759,2,1,1,50,0,0.40250847,2.1418624,5.7365723,63.69094042,7.9806604,9.441308,0.11755127,43.730295,0,1,0,0,2582,0,1,1
2013,450800,11.473497,2,1,2,51,0,0.40882221,1.8177907,6.1633148,63.59391501,7.9745793,9.2553034,0.11838382,44.831181,0,1,0,0,2796,0,1,1
2014,450800,11.451549,2,1,3,52,0,0.40416187,2.325067,6.5847912,63.9423266,7.9963946,9.3020773,0.1171808,45.629288,0,1,0,0,3313,0,1,0
2015,450800,11.347433,2,1,4,53,0,0.4027954,2.4210553,7.0884089,63.76255025,7.9851456,9.4612131,0.12577724,46.519319,0,1,1,0,3435,0,1,1
2016,450800,11.341793,2,2,1,54,0,0.41011328,2.2852855,7.3877091,64.01590019,8.0009937,9.5843763,0.13078709,47.959372,0,1,0,0,3426,0,1,0
2017,450800,11.412206,2,2,2,55,0,0.43048292,2.1372097,7.5983992,64.55230324,8.0344448,9.6542196,0.13037245,49.010376,0,1,0,0,6446,0,1,1
2018,450800,11.524882,2,2,3,56,0,0.4223009,2.1038249,7.552762,64.11304187,8.007062,9.739563,0.13079487,50.090719,0,1,0,0,7162,0,1,1
2019,450800,11.625798,2,2,4,57,0,0.36563277,2.0614555,7.551187,63.79686065,7.9872937,9.753231,0.12970845,50.950167,0,1,0,0,8217,0,1,1
2000,450900,10.405047,2,1,3,44,0,0.30404755,7.4032044,4.7874918,64.43798679,8.0273275,7.8205309,0.055455498,14.716602,0,0,0,0,,,0,0
2001,450900,10.365406,1,1,1,52,0,0.28599098,3.7919021,4.4773369,64.24602478,8.0153618,7.8137569,0.053964812,17.758402,0,0,1,0,,0,0,0
2002,450900,10.446451,1,1,2,53,0,0.30858755,4.7441711,5.0875964,63.80849387,7.9880219,7.9726524,0.049457178,20.800202,0,0,1,0,,0,0,0
2003,450900,10.537513,2,1,1,49,0,0.32884148,8.3267937,5.0369525,64.21482477,8.0134153,8.1109276,0.13155043,23.842002,0,0,0,0,,0,0,0
2004,450900,10.573899,2,1,2,50,0,0.32311088,7.9786153,4.7095304,64.84110872,8.0523977,8.6164103,0.12225121,26.883802,0,0,0,0,,0,0,1
2005,450900,10.72741,2,1,3,51,0,0.34259534,8.449172,5.2882671,64.8764845,8.054594,8.8458624,0.12165095,29.242592,0,0,0,0,,0,0,1
2006,450900,10.813363,2,1,4,52,0,0.36168984,6.6136909,5.4971681,64.85124708,8.0530272,9.0127649,0.12572393,31.96391,0,0,0,0,1147,0,0,1
2007,450900,10.814678,2,1,1,56,0,0.37308899,5.3938861,5.7365723,65.36685471,8.0849771,9.1412287,0.12392683,34.148433,0,0,1,0,1290,0,0,0
2008,450900,10.82427,2,1,2,57,0,0.38205743,5.0127749,5.8636312,65.9585917,8.1214895,9.2511024,0.12344832,37.582919,0,0,0,0,1287,0,0,0
2009,450900,10.924989,2,2,1,45,0,0.40548199,3.536622,6.0161572,65.464459,8.091011,9.5380201,0.12728116,38.578387,0,0,1,0,1324,0,0,1
2010,450900,10.965488,3,1,2,46,0,0.44438535,3.5584891,6.2595816,65.93055767,8.1197634,9.7175274,0.12993799,39.59981,0,0,0,0,1398,0,0,0
2011,450900,11.067618,3,1,3,47,0,0.44961831,3.9201753,6.5147128,67.14375007,8.194129,9.8654289,0.12827136,41.479489,0,0,0,0,1470,0,0,0
2012,450900,11.113,3,1,4,48,0,0.43765259,3.3539493,6.9837899,66.55143846,8.1579065,9.9991903,0.13011312,43.189637,0,0,0,0,1320,0,1,1
2013,450900,11.21851,3,1,5,49,0,0.43941334,2.1203299,7.5616417,66.16072777,8.1339245,9.8745117,0.12560433,44.400178,0,0,0,0,1413,0,1,1
2014,450900,11.210436,3,1,1,52,0,0.44096267,2.2201304,7.861342,66.52912846,8.156539,9.9364042,0.12929337,45.599901,0,0,1,0,1440,0,1,0
2015,450900,11.157635,3,1,2,53,0,0.43967837,2.0247409,8.1472883,66.28912381,8.1418133,10.02082,0.13311142,46.509672,0,0,0,0,1468,0,1,0
2016,450900,11.18736,3,1,3,54,0,0.42799538,1.9900895,8.0446262,66.05545813,8.1274509,10.040374,0.13599862,47.270674,0,0,0,0,1595,0,1,1
2017,450900,11.276675,2,1,1,55,0,0.43196395,1.913424,8.2707806,66.16701056,8.1343107,10.108168,0.13655147,48.189578,0,0,1,0,4481,0,1,0
2018,450900,11.564324,2,1,1,54,0,0.37073302,2.2648714,7.9662399,62.89323153,7.9305253,10.175792,0.13139753,49.289707,0,1,1,0,5829,0,1,1
2019,450900,11.610258,2,1,2,55,0,0.27937651,2.1216822,8.0261698,63.45820592,7.9660659,10.21512,0.13511294,50.100378,0,1,0,0,6154,0,1,0
2000,451000,10.573562,1,1,0,46,0,0.27138075,1.6854073,3.4339871,60.86663679,7.8017073,7.831583,0.022751197,14.365851,0,1,1,0,,,0,0
2001,451000,10.554381,1,1,1,47,0,0.27459687,2.0696335,3.5263605,63.04162454,7.9398756,8.0004206,0.025826683,15.543233,0,1,0,0,,0,0,0
2002,451000,10.656795,1,1,2,48,0,0.32944363,6.5766501,3.1780539,62.84614413,7.927556,8.3196793,0.027132958,16.720615,0,1,0,0,,0,0,0
2003,451000,10.856331,1,1,3,49,0,0.3600814,6.8192286,3.713572,62.73823779,7.9207473,8.4712429,0.19798972,17.897997,0,1,0,0,,0,0,1
2004,451000,10.861479,2,1,1,53,0,0.40650767,6.9498878,3.2188759,63.8877069,7.9929786,8.6211004,0.18775178,19.075379,0,1,1,0,,0,0,1
2005,451000,11.009287,2,1,2,54,0,0.44159353,6.2576313,3.583519,64.11000243,8.0068722,9.0154047,0.18251033,20.231555,0,1,0,0,,0,1,1
2006,451000,11.064612,2,1,3,55,0,0.50159025,8.5340939,3.5263605,65.13223745,8.0704546,9.2287922,0.19302225,21.339357,0,0,0,0,1702,0,1,1
2007,451000,11.12401,2,1,4,56,0,0.50035435,9.1077118,4.1108737,65.28151331,8.0796976,9.2468138,0.20129846,23.760469,0,1,0,0,2646,0,1,0
2008,451000,11.155997,2,1,1,50,0,0.5228036,8.0328226,4.3438053,65.65651682,8.1028709,9.2238636,0.19693846,24.642513,0,1,1,0,3550,0,0,0
2009,451000,11.302792,2,1,2,51,0,0.49856478,5.614728,4.0943446,64.5371335,8.0335007,9.5737906,0.19404519,25.603693,0,1,0,0,3489,0,1,0
2010,451000,11.330941,2,1,3,52,0,0.54701298,4.5477052,4.2484951,65.83868859,8.1141043,9.6227503,0.18787338,26.6009,0,1,0,0,3833,0,1,1
2011,451000,11.477149,2,1,4,53,0,0.54490215,4.1148868,4.6151204,66.91079837,8.1799021,9.7373447,0.18730932,28.400572,0,1,1,0,3723,0,1,0
2012,451000,11.447371,2,1,1,55,0,0.54844803,4.2333245,5.8888779,67.73578053,8.230175,9.9185781,0.20739132,29.808704,0,1,0,0,3469,0,1,1
2013,451000,11.567432,3,1,1,52,0,0.53813839,4.5344238,6.1420374,67.28955353,8.203021,9.6685638,0.20440143,31.101207,0,1,1,0,4182,0,1,0
